metro,state_code,metro_state_code,count,company_1_id,company_1_name,company_1_website,company_1_industry,company_1_linkedin_url,company_1_count,company_2_id,company_2_name,company_2_website,company_2_industry,company_2_linkedin_url,company_2_count,company_3_id,company_3_name,company_3_website,company_3_industry,company_3_linkedin_url,company_3_count,company_4_id,company_4_name,company_4_website,company_4_industry,company_4_linkedin_url,company_4_count,company_5_id,company_5_name,company_5_website,company_5_industry,company_5_linkedin_url,company_5_count,company_6_id,company_6_name,company_6_website,company_6_industry,company_6_linkedin_url,company_6_count,company_7_id,company_7_name,company_7_website,company_7_industry,company_7_linkedin_url,company_7_count,company_8_id,company_8_name,company_8_website,company_8_industry,company_8_linkedin_url,company_8_count,company_9_id,company_9_name,company_9_website,company_9_industry,company_9_linkedin_url,company_9_count,company_10_id,company_10_name,company_10_website,company_10_industry,company_10_linkedin_url,company_10_count
"barnstable town, massachusetts",MA,"Barnstable Town, MA",100667,cape-cod-healthcare,cape cod healthcare,capecodhealth.org,hospital & health care,linkedin.com/company/cape-cod-healthcare,1359,cape-cod-five-cents-savings-bank,the cape cod five cents savings bank,capecodfive.com,banking,linkedin.com/company/cape-cod-five-cents-savings-bank,355,kinlin-grover-real-estate,kinlin grover real estate,kinlingrover.com,real estate,linkedin.com/company/kinlin-grover-real-estate,264,cape-cod-community-college,cape cod community college,None,higher education,linkedin.com/company/cape-cod-community-college,213,town-of-barnstable,town of barnstable,None,government administration,linkedin.com/company/town-of-barnstable,209,woods-hole-oceanographic-institution,woods hole oceanographic institution,whoi.edu,research,linkedin.com/company/woods-hole-oceanographic-institution,203,stopandshop,stop & shop,stopandshop.com,retail,linkedin.com/company/stopandshop,167,barnstable-public-schools,barnstable public schools,barnstable.k12.ma.us,food & beverages,linkedin.com/company/barnstable-public-schools,136,u.s.-coast-guard,u.s. coast guard,uscg.mil,military,linkedin.com/company/u.s.-coast-guard,111,william-raveis-real-estate,"william raveis real estate, mortgage & insurance",raveis.com,real estate,linkedin.com/company/william-raveis-real-estate,98
"baton rouge, louisiana",LA,"Baton Rouge, LA",354951,louisiana-state-university,louisiana state university,lsu.edu,higher education,linkedin.com/company/louisiana-state-university,5481,east-baton-rouge-parish-school-system,east baton rouge parish school system,ebrschools.org,education management,linkedin.com/company/east-baton-rouge-parish-school-system,2446,state-of-louisiana,state of louisiana,None,government administration,linkedin.com/company/state-of-louisiana,1857,olol,our lady of the lake,ololrmc.com,hospital & health care,linkedin.com/company/olol,1830,blue-cross-blue-shield-of-louisiana,blue cross and blue shield of louisiana,bcbsla.com,insurance,linkedin.com/company/blue-cross-blue-shield-of-louisiana,1583,turner-industries,turner industries,turner-industries.com,construction,linkedin.com/company/turner-industries,1582,walmart,walmart,walmartcareers.com,retail,linkedin.com/company/walmart,1525,exxonmobil,exxonmobil,exxonmobil.com,oil & energy,linkedin.com/company/exxonmobil,1466,baton-rouge-general-medical-center,baton rouge general medical center,brgeneral.org,hospital & health care,linkedin.com/company/baton-rouge-general-medical-center,1219,louisiana-department-of-environmental-quality,louisiana department of environmental quality,louisiana.gov,chemicals,linkedin.com/company/louisiana-department-of-environmental-quality,1016
"battle creek, michigan",MI,"Battle Creek, MI",38447,kellogg-company,kellogg company,kelloggcompany.com,consumer goods,linkedin.com/company/kellogg-company,1082,denso,denso,denso.com,automotive,linkedin.com/company/denso,369,bronsonhealth,bronson healthcare,bronsonhealth.com,hospital & health care,linkedin.com/company/bronsonhealth,348,albion-college,albion college,albion.edu,higher education,linkedin.com/company/albion-college,333,fire-keepers-casino,firekeepers casino hotel,firekeeperscasino.com,gambling & casinos,linkedin.com/company/fire-keepers-casino,291,department-of-veterans-affairs,u.s. department of veterans affairs,va.gov,government administration,linkedin.com/company/department-of-veterans-affairs,191,bcpsbearcats,battle creek public schools (bcps),battlecreekpublicschools.org,education management,linkedin.com/company/bcpsbearcats,182,kellogg-community-college,kellogg community college,kellogg.edu,higher education,linkedin.com/company/kellogg-community-college,179,defense-logistics-agency,defense logistics agency,dla.mil,military,linkedin.com/company/defense-logistics-agency,154,city-of-battle-creek,"city of battle creek, michigan",battlecreekmi.gov,government administration,linkedin.com/company/city-of-battle-creek,142
"bay city, michigan",MI,"Bay City, MI",25748,dow-chemical,the dow chemical company,dow.com,chemicals,linkedin.com/company/dow-chemical,417,baycityschools,bay city public schools,bcschools.net,education management,linkedin.com/company/baycityschools,335,bay-special-care-hospital,mclaren bay region,None,hospital & health care,linkedin.com/company/bay-special-care-hospital,260,nexteer-automotive,nexteer automotive,nexteer.com,automotive,linkedin.com/company/nexteer-automotive,201,consumersenergy,consumers energy,consumersenergy.com,utilities,linkedin.com/company/consumersenergy,199,delta-college,delta college,delta.edu,higher education,linkedin.com/company/delta-college,166,covenant-healthcare,covenant healthcare,covenanthealthcare.com,hospital & health care,linkedin.com/company/covenant-healthcare,151,bay-arenac-isd,bay-arenac isd,baisd.net,education management,linkedin.com/company/bay-arenac-isd,113,dow-performance-silicones,dow performance silicones,dowcorning.com,chemicals,linkedin.com/company/dow-performance-silicones,106,general-motors,general motors,gm.com,automotive,linkedin.com/company/general-motors,101
"beaumont, texas",TX,"Beaumont, TX",134205,lamar-university,lamar university,lamar.edu,higher education,linkedin.com/company/lamar-university,1583,exxonmobil,exxonmobil,exxonmobil.com,oil & energy,linkedin.com/company/exxonmobil,1110,motiva-llc,motiva enterprises llc,motiva.com,oil & energy,linkedin.com/company/motiva-llc,930,aldine-isd,aldine isd,aldineisd.org,education management,linkedin.com/company/aldine-isd,718,christus-health,christus health,christushealth.org,hospital & health care,linkedin.com/company/christus-health,650,walmart,walmart,walmartcareers.com,retail,linkedin.com/company/walmart,425,baptist-hospitals-of-southeast-texas,baptist hospitals of southeast texas,bhset.net,hospital & health care,linkedin.com/company/baptist-hospitals-of-southeast-texas,424,bisd,bisd,None,education management,linkedin.com/company/bisd,395,beaumont-isd,beaumont independent school district,bmtisd.com,education management,linkedin.com/company/beaumont-isd,367,port-arthur-isd,port arthur independent school district,paisd.org,education management,linkedin.com/company/port-arthur-isd,348
"beckley, west virginia",WV,"Beckley, WV",21087,raleigh-county-schools,raleigh county schools,None,legal services,linkedin.com/company/raleigh-county-schools,281,department-of-veterans-affairs,u.s. department of veterans affairs,va.gov,government administration,linkedin.com/company/department-of-veterans-affairs,160,raleigh-general-hospital,raleigh general hospital,raleighgeneral.com,hospital & health care,linkedin.com/company/raleigh-general-hospital,142,alpha-natural-resources,alpha natural resources,alphanr.com,mining & metals,linkedin.com/company/alpha-natural-resources,77,ibex-global,ibex | global,ibexglobal.com,outsourcing/offshoring,linkedin.com/company/ibex-global,70,apprhs,appalachian regional healthcare system,apprhs.org,hospital & health care,linkedin.com/company/apprhs,63,walmart,walmart,walmartcareers.com,retail,linkedin.com/company/walmart,61,genesis-healthcare,genesis healthcare,genesishcc.com,hospital & health care,linkedin.com/company/genesis-healthcare,56,west-virginia-university,west virginia university,wvu.edu,higher education,linkedin.com/company/west-virginia-university,56,kroger,kroger,thekrogerco.com,retail,linkedin.com/company/kroger,53
"bellingham, washington",WA,"Bellingham, WA",103665,western-washington-university,western washington university,wwu.edu,higher education,linkedin.com/company/western-washington-university,2244,peacehealth,peacehealth,peacehealth.org,hospital & health care,linkedin.com/company/peacehealth,1242,bp,bp,bp.com,oil & energy,linkedin.com/company/bp,540,bellingham-public-schools,bellingham public schools,bellinghamschools.org,primary/secondary education,linkedin.com/company/bellingham-public-schools,369,whatcomcc,whatcom community college,whatcom.edu,higher education,linkedin.com/company/whatcomcc,282,cityofbellingham,city of bellingham,cob.org,government administration,linkedin.com/company/cityofbellingham,252,anvil-corporation,anvil corporation,anvilcorp.com,oil & energy,linkedin.com/company/anvil-corporation,191,bellingham-technical-college,bellingham technical college,btc.ctc.edu,higher education,linkedin.com/company/bellingham-technical-college,186,bellingham-school-district,bellingham school district,None,primary/secondary education,linkedin.com/company/bellingham-school-district,169,t-mobile,t-mobile,tmobile.com,telecommunications,linkedin.com/company/t-mobile,157
"bend, oregon",OR,"Bend, OR",91115,stchealth,st. charles health system,stcharleshealthcare.org,hospital & health care,linkedin.com/company/stchealth,1085,central-oregon-community-college,central oregon community college,cocc.edu,higher education,linkedin.com/company/central-oregon-community-college,393,st.-charles-medical-center,st. charles medical center,None,hospital & health care,linkedin.com/company/st.-charles-medical-center,384,bend-la-pine-schools,bend-la pine schools,bend.k12.or.us,education management,linkedin.com/company/bend-la-pine-schools,378,redmond-school-district,redmond school district,redmond.k12.or.us,primary/secondary education,linkedin.com/company/redmond-school-district,276,deschutes-county,deschutes county,deschutes.org,government administration,linkedin.com/company/deschutes-county,183,city-of-bend,city of bend,bendoregon.gov,government administration,linkedin.com/company/city-of-bend,181,bend-memorial-clinic,bend memorial clinic,bendmemorialclinic.com,hospital & health care,linkedin.com/company/bend-memorial-clinic,169,lonza,lonza,lonza.com,biotechnology,linkedin.com/company/lonza,159,les-schwab-tire-centers,les schwab tire centers,lesschwab.com,retail,linkedin.com/company/les-schwab-tire-centers,140
"billings, montana",MT,"Billings, MT",73117,billings-clinic,billings clinic,billingsclinic.com,hospital & health care,linkedin.com/company/billings-clinic,1843,first-interstate,first interstate bank of oregon / wells fargo bank,firstinterstate.com,banking,linkedin.com/company/first-interstate,693,billings-public-schools,billings public schools,None,mental health care,linkedin.com/company/billings-public-schools,530,montana-state-university-billings,montana state university-billings,msubillings.edu,education management,linkedin.com/company/montana-state-university-billings,346,st.-vincent-healthcare,st. vincent healthcare,None,hospital & health care,linkedin.com/company/st.-vincent-healthcare,314,wellsfargo,wells fargo,wellsfargo.com,financial services,linkedin.com/company/wellsfargo,275,sisters-of-charity-of-leavenworth-health-system,scl health,sclhealth.org,hospital & health care,linkedin.com/company/sisters-of-charity-of-leavenworth-health-system,202,city-of-billings,city of billings,ci.billings.mt.us,government administration,linkedin.com/company/city-of-billings,169,chs,chs inc.,chsinc.com,farming,linkedin.com/company/chs,150,rockymountaincollege,rocky mountain college,rocky.edu,higher education,linkedin.com/company/rockymountaincollege,136
"binghamton, new york",NY,"Binghamton, NY",81029,binghamton-university,binghamton university,binghamton.edu,higher education,linkedin.com/company/binghamton-university,2755,lockheed-martin,lockheed martin,lockheedmartin.com,defense & space,linkedin.com/company/lockheed-martin,1289,nyuhsinc,united health services,nyuhs.org,hospital & health care,linkedin.com/company/nyuhsinc,1230,bae-systems,bae systems,baesystems.com,defense & space,linkedin.com/company/bae-systems,724,lourdes-hospital,lourdes hospital,lourdes.com,hospital & health care,linkedin.com/company/lourdes-hospital,660,broome-tioga-boces,broome-tioga boces,btboces.org,education management,linkedin.com/company/broome-tioga-boces,392,broome-community-college,suny broome community college,sunybroome.edu,higher education,linkedin.com/company/broome-community-college,367,ibm,ibm,ibm.com,information technology and services,linkedin.com/company/ibm,326,nyseg,new york state electric & gas,nyseg.com,utilities,linkedin.com/company/nyseg,245,binghamton-city-school-district,binghamton city school district,daniellehouse.org,import and export,linkedin.com/company/binghamton-city-school-district,236
"birmingham, alabama",AL,"Birmingham, AL",463719,uab,the university of alabama at birmingham,uab.edu,higher education,linkedin.com/company/uab,7382,uab-medicine,uab medicine,uabmedicine.org,hospital & health care,linkedin.com/company/uab-medicine,6315,regions-financial-corporation,regions bank,regions.com,banking,linkedin.com/company/regions-financial-corporation,4730,southern-company,southern company,southerncompany.com,utilities,linkedin.com/company/southern-company,2628,at&t,at&t,att.com,telecommunications,linkedin.com/company/at&t,1908,children's-of-alabama,children's of alabama,childrensal.org,hospital & health care,linkedin.com/company/children's-of-alabama,1875,blue-cross-blue-shield-of-alabama,blue cross and blue shield of alabama,alabamablue.com,insurance,linkedin.com/company/blue-cross-blue-shield-of-alabama,1807,bbva-usa,bbva in the usa,bbvausa.com,banking,linkedin.com/company/bbva-usa,1723,walmart,walmart,walmartcareers.com,retail,linkedin.com/company/walmart,1476,protective-life,protective life,protective.com,insurance,linkedin.com/company/protective-life,1263
