metro,origin,destination,duration
"Providence-Warwick, RI-MA", "Discovery Museum","Nashoba Valley Ski Area",901
"Providence-Warwick, RI-MA", "Middlesex Community College","Laurence G. Hanscom Field",1146
"Providence-Warwick, RI-MA", "Laurence G. Hanscom Field","Discovery Museum",1368
"Provo-Orem, UT", "Peaks Ice Arena","Spanish Fork Municipal Airport/Woodhouse Field",1040
"Provo-Orem, UT", "Utah Lake State Park","Utah Valley University",904
"Provo-Orem, UT", "SCERA Center for the Arts","Peaks Ice Arena",955
"Provo-Orem, UT", "Utah Valley University","Spanish Fork Municipal Airport/Woodhouse Field",1149
"Provo-Orem, UT", "Spanish Fork Municipal Airport/Woodhouse Field","SCERA Center for the Arts",1282
"Pueblo, CO", "Lake Pueblo State Park","Pueblo Memorial Airport",2600
"Pueblo, CO", "Pueblo Zoo","Colorado State University Pueblo",1069
"Pueblo, CO", "Historic Arkansas Riverwalk","Lake Pueblo State Park",1883
"Pueblo, CO", "Colorado State University Pueblo","Pueblo Memorial Airport",594
"Pueblo, CO", "Pueblo Memorial Airport","Historic Arkansas Riverwalk",935
"Punta Gorda, FL", "Cultural Center of Charlotte County","Shell Creek Airpark-F13",1585
"Punta Gorda, FL", "Port Charlotte Beach Park","Florida Southwestern State College - Charlotte Campus",1060
"Punta Gorda, FL", "Peace River Wildlife Center","Cultural Center of Charlotte County",1201
"Punta Gorda, FL", "Florida Southwestern State College - Charlotte Campus","Shell Creek Airpark-F13",992
"Punta Gorda, FL", "Shell Creek Airpark-F13","Peace River Wildlife Center",1414
"Racine, WI", "Racine Zoo","Kenosha Regional Airport",1950
"Racine, WI", "RAM's Charles A. Wustum Museum of Fine Arts","Carthage College",1034
"Racine, WI", "Dinosaur Discovery Museum","Racine Zoo",1391
"Racine, WI", "Carthage College","Kenosha Regional Airport",1126
"Racine, WI", "Kenosha Regional Airport","Dinosaur Discovery Museum",843
"Raleigh-Cary, NC", "North Carolina Museum of Natural Sciences","Raleigh-Durham International Airport",1261
"Raleigh-Cary, NC", "North Carolina Museum of Art","North Carolina State University",678
"Raleigh-Cary, NC", "Frankie's of Raleigh","North Carolina Museum of Natural Sciences",1740
"Raleigh-Cary, NC", "North Carolina State University","Raleigh-Durham International Airport",1026
"Raleigh-Cary, NC", "Raleigh-Durham International Airport","Frankie's of Raleigh",627
"Rapid City, SD", "Bear Country USA","Rapid City Regional Airport",1466
"Rapid City, SD", "WaTiki® Indoor Waterpark Resort","South Dakota School of Mines & Technology",748
"Rapid City, SD", "Canyon Lake Park","Bear Country USA",810
"Rapid City, SD", "South Dakota School of Mines & Technology","Rapid City Regional Airport",990
"Rapid City, SD", "Rapid City Regional Airport","Canyon Lake Park",1573
"Reading, PA", "Leesport Lock House","Reading Regional Airport (RDG)",857
"Reading, PA", "Reading Public Museum","Albright College",737
"Reading, PA", "Freedman Gallery","Leesport Lock House",1107
"Reading, PA", "Albright College","Reading Regional Airport (RDG)",587
"Reading, PA", "Reading Regional Airport (RDG)","Freedman Gallery",671
"Redding, CA", "BOOMTOWN MUSEUM","Redding Regional Airport",1119
"Redding, CA", "Turtle Bay Exploration Park","Shasta College",650
"Redding, CA", "Shasta Dam","BOOMTOWN MUSEUM",667
"Redding, CA", "Shasta College","Redding Regional Airport",886
"Redding, CA", "Redding Regional Airport","Shasta Dam",1624
"Reno, NV", "Club Cal Neva","Reno-Tahoe International Airport",648
"Reno, NV", "Nevada Museum of Art","Truckee Meadows Community College (TMCC)",813
"Reno, NV", "National Automobile Museum","Club Cal Neva",169
"Reno, NV", "Truckee Meadows Community College (TMCC)","Reno-Tahoe International Airport",774
"Reno, NV", "Reno-Tahoe International Airport","National Automobile Museum",659
"Richmond, VA", "Virginia Museum of Fine Arts","Richmond International Airport",1202
"Richmond, VA", "Manchester Bridge","University of Richmond",1056
"Richmond, VA", "Children's Museum of Richmond","Virginia Museum of Fine Arts",271
"Richmond, VA", "University of Richmond","Richmond International Airport",1682
"Richmond, VA", "Richmond International Airport","Children's Museum of Richmond",1277
"Riverside-San Bernardino-Ontario, CA", "Mojave River Crossing","Triangles Hill Top",1008
"Roanoke, VA", "Mill Mountain Star","Roanoke-Blacksburg Regional Airport",1066
"Roanoke, VA", "Mill Mountain Zoo","Hollins University",1614
"Roanoke, VA", "Virginia Museum of Transportation, Inc.","Mill Mountain Star",690
"Roanoke, VA", "Hollins University","Roanoke-Blacksburg Regional Airport",696
"Roanoke, VA", "Roanoke-Blacksburg Regional Airport","Virginia Museum of Transportation, Inc.",572
"Rochester, MN", "Rochester Parks & Recreation","Rochester International Airport",883
"Rochester, MN", "Southern Woods Park","M Gear Store",912
"Rochester, MN", "Oxbow Park & Zollman Zoo","Rochester Parks & Recreation",1174
"Rochester, MN", "M Gear Store","Rochester International Airport",890
"Rochester, MN", "Rochester International Airport","Oxbow Park & Zollman Zoo",1827
"Rochester, NY", "George Eastman Museum","Frederick Douglass Greater Rochester International Airport",832
"Rochester, NY", "The Strong National Museum of Play","University of Rochester",458
"Rochester, NY", "Seneca Park Zoo","George Eastman Museum",1003
"Rochester, NY", "University of Rochester","Frederick Douglass Greater Rochester International Airport",646
"Rochester, NY", "Frederick Douglass Greater Rochester International Airport","Seneca Park Zoo",1168
"Rockford, IL", "Rock Cut State Park","Chicago Rockford International Airport",1677
"Rockford, IL", "Anderson Japanese Gardens","The National Center for Rural Health Professions",130
"Rockford, IL", "Discovery Center Museum","Rock Cut State Park",1436
"Rockford, IL", "The National Center for Rural Health Professions","Chicago Rockford International Airport",1047
"Rockford, IL", "Chicago Rockford International Airport","Discovery Center Museum",853
"Rocky Mount, NC", "Buck Leonard Park","Rocky Mount-Wilson Regional Airport",743
"Rocky Mount, NC", "Sunset Park","North Carolina Wesleyan University",815
"Rocky Mount, NC", "Battle Park","Buck Leonard Park",552
"Rocky Mount, NC", "North Carolina Wesleyan University","Rocky Mount-Wilson Regional Airport",1409
"Rocky Mount, NC", "Rocky Mount-Wilson Regional Airport","Battle Park",986
"Rome, GA", "Heritage Park","Wallace Field",1261
"Rome, GA", "Rome Area History Center","Berry College",554
"Rome, GA", "North Floyd Park","Heritage Park",775
"Rome, GA", "Berry College","Wallace Field",1555
"Rome, GA", "Wallace Field","North Floyd Park",1820
"Sacramento-Roseville-Folsom, CA", "Folsom City Zoo Sanctuary","Sacramento Mather Airport",1288
"Sacramento-Roseville-Folsom, CA", "Roseville Golfland Sunsplash","American River College",1046
"Sacramento-Roseville-Folsom, CA", "Folsom Lake State Recreation Area","Folsom City Zoo Sanctuary",3079
"Sacramento-Roseville-Folsom, CA", "American River College","Sacramento Mather Airport",1522
"Sacramento-Roseville-Folsom, CA", "Sacramento Mather Airport","Folsom Lake State Recreation Area",3940
"Saginaw, MI", "Haithco Park","MBS International Airport (MBS)",1352
"Saginaw, MI", "Mid-Michigan Children's Museum","Saginaw Valley State University",675
"Saginaw, MI", "Shiawassee National Wildlife Refuge","Haithco Park",2377
"Saginaw, MI", "Saginaw Valley State University","MBS International Airport (MBS)",940
"Saginaw, MI", "MBS International Airport (MBS)","Shiawassee National Wildlife Refuge",5412
"St. Cloud, MN", "Stearns History Museum","St. Cloud Regional Airport",1071
"St. Cloud, MN", "Clemens Gardens","College of Saint Benedict",1327
"St. Cloud, MN", "Saint John's Abbey","Stearns History Museum",1138
"St. Cloud, MN", "College of Saint Benedict","St. Cloud Regional Airport",1782
"St. Cloud, MN", "St. Cloud Regional Airport","Saint John's Abbey",2104
"St. George, UT", "Snow Canyon State Park","St. George Regional Airport",1834
"St. George, UT", "Rosenbruch World Wildlife Museum","Utah Tech University",529
"St. George, UT", "Tuacahn Center for the Arts","Snow Canyon State Park",1249
"St. George, UT", "Utah Tech University","St. George Regional Airport",1322
"St. George, UT", "St. George Regional Airport","Tuacahn Center for the Arts",1987
"St. Joseph, MO-KS", "Wilson State Park","Lucas Airport",1071
"St. Joseph, MO-KS", "Grassroots Art Center","University",517
"St. Joseph, MO-KS", "World's Largest Things, Inc.","Wilson State Park",1107
"St. Joseph, MO-KS", "University","Lucas Airport",448
"St. Joseph, MO-KS", "Lucas Airport","World's Largest Things, Inc.",208
"St. Louis, MO-IL", "Busch Stadium","St. Louis Downtown Airport",530
"St. Louis, MO-IL", "The Gateway Arch","Washington University in St. Louis",985
"St. Louis, MO-IL", "Saint Louis Zoo","Busch Stadium",629
"St. Louis, MO-IL", "Washington University in St. Louis","St. Louis Downtown Airport",1153
"St. Louis, MO-IL", "St. Louis Downtown Airport","Saint Louis Zoo",954
"Salem, OR", "Gilbert House Children's Museum","Steel Systems Heliport",489
"Salem, OR", "Oregon State Capitol","Corban University",981
"Salem, OR", "Minto-Brown Island Park","Gilbert House Children's Museum",704
"Salem, OR", "Corban University","Steel Systems Heliport",1316
"Salem, OR", "Steel Systems Heliport","Minto-Brown Island Park",844
"Salinas, CA", "National Steinbeck Center","Monterey Regional Airport",1506
"Salinas, CA", "Fort Ord Dunes State Park","The Panetta Institute for Public Policy",386
"Salinas, CA", "Marina State Beach","National Steinbeck Center",1095
"Salinas, CA", "The Panetta Institute for Public Policy","Monterey Regional Airport",716
"Salinas, CA", "Monterey Regional Airport","Marina State Beach",746
"Salisbury, MD-DE", "Salisbury Zoological Park","Salisbury Regional Airport",744
"Salisbury, MD-DE", "Bordeleau Vineyards & Winery","Sea Gull Century",1122
"Salisbury, MD-DE", "WinterPlace Park & Equestrian Center","Salisbury Zoological Park",650
"Salisbury, MD-DE", "Sea Gull Century","Salisbury Regional Airport",889
"Salisbury, MD-DE", "Salisbury Regional Airport","WinterPlace Park & Equestrian Center",786
"Salt Lake City, UT", "Temple Square","Salt Lake City International Airport",920
"Salt Lake City, UT", "Salt Lake Utah Temple","The University of Utah",786
"Salt Lake City, UT", "Gardner Village","Temple Square",1185
"Salt Lake City, UT", "The University of Utah","Salt Lake City International Airport",1521
"Salt Lake City, UT", "Salt Lake City International Airport","Gardner Village",1355
"San Angelo, TX", "San Angelo State Park","Hospital Heliport",858
"San Angelo, TX", "Fort Concho National Historic Landmark","Angelo State University",514
"San Angelo, TX", "Railway Museum of San Angelo","San Angelo State Park",879
"San Angelo, TX", "Angelo State University","Hospital Heliport",722
"San Angelo, TX", "Hospital Heliport","Railway Museum of San Angelo",241
"San Antonio-New Braunfels, TX", "The Alamo","San Antonio International Airport",970
"San Antonio-New Braunfels, TX", "San Antonio Zoo","San Antonio College",518
"San Antonio-New Braunfels, TX", "McNay Art Museum","The Alamo",835
"San Antonio-New Braunfels, TX", "San Antonio College","San Antonio International Airport",1087
"San Antonio-New Braunfels, TX", "San Antonio International Airport","McNay Art Museum",1140
"San Diego-Chula Vista-Carlsbad, CA", "California Wolf Center","Menghini Winery",910
"San Francisco-Oakland-Berkeley, CA", "Exploratorium","Oakland International Airport",1826
"San Francisco-Oakland-Berkeley, CA", "Fisherman's Wharf","University of California, Berkeley",2340
"San Francisco-Oakland-Berkeley, CA", "PIER 39","Exploratorium",387
"San Francisco-Oakland-Berkeley, CA", "University of California, Berkeley","Oakland International Airport",1721
"San Francisco-Oakland-Berkeley, CA", "Oakland International Airport","PIER 39",2274
"San Jose-Sunnyvale-Santa Clara, CA", "Winchester Mystery House","San Jose Mineta International Airport",855
"San Jose-Sunnyvale-Santa Clara, CA", "California's Great America","Stanford University",1748
"San Jose-Sunnyvale-Santa Clara, CA", "Casino M8trix","Winchester Mystery House",650
"San Jose-Sunnyvale-Santa Clara, CA", "Stanford University","San Jose Mineta International Airport",1896
"San Jose-Sunnyvale-Santa Clara, CA", "San Jose Mineta International Airport","Casino M8trix",329
"San Luis Obispo-Paso Robles, CA", "Dunning Vineyards","Paso Robles Municipal Airport",1356
"San Luis Obispo-Paso Robles, CA", "Mission San Miguel Arcángel","Cuesta College North County Campus",659
"San Luis Obispo-Paso Robles, CA", "Tobin James Cellars","Dunning Vineyards",1569
"San Luis Obispo-Paso Robles, CA", "Cuesta College North County Campus","Paso Robles Municipal Airport",451
"San Luis Obispo-Paso Robles, CA", "Paso Robles Municipal Airport","Tobin James Cellars",598
"Santa Cruz-Watsonville, CA", "Gilroy Gardens Family Theme Park","Watsonville Muni Airport-WVI",1759
"Santa Cruz-Watsonville, CA", "Sunset State Beach","Gavilan College",2702
"Santa Cruz-Watsonville, CA", "New Brighton State Beach","Gilroy Gardens Family Theme Park",2623
"Santa Cruz-Watsonville, CA", "Gavilan College","Watsonville Muni Airport-WVI",1958
"Santa Cruz-Watsonville, CA", "Watsonville Muni Airport-WVI","New Brighton State Beach",960
"Santa Fe, NM", "Georgia O'Keeffe Museum","NM State Police",1104
"Santa Fe, NM", "Santa Fe Railyard Park","Santa Fe Community College",1084
"Santa Fe, NM", "Hyde Memorial State Park","Georgia O'Keeffe Museum",963
"Santa Fe, NM", "Santa Fe Community College","NM State Police",1042
"Santa Fe, NM", "NM State Police","Hyde Memorial State Park",1895
"Santa Maria-Santa Barbara, CA", "Waller Park","Marian Medical Center Heliport",757
"Santa Maria-Santa Barbara, CA", "Presqu'ile Winery","Allan Hancock College",825
"Santa Maria-Santa Barbara, CA", "Laetitia Vineyard & Winery","Waller Park",1710
"Santa Maria-Santa Barbara, CA", "Allan Hancock College","Marian Medical Center Heliport",255
"Santa Maria-Santa Barbara, CA", "Marian Medical Center Heliport","Laetitia Vineyard & Winery",886
"Santa Rosa-Petaluma, CA", "Jacuzzi Family Vineyards","Sonoma Valley Airport (0Q3)",91
"Santa Rosa-Petaluma, CA", "Sonoma TrainTown Railroad","Sonoma State University",1768
"Santa Rosa-Petaluma, CA", "Scandia Family Fun Center","Jacuzzi Family Vineyards",1963
"Santa Rosa-Petaluma, CA", "Sonoma State University","Sonoma Valley Airport (0Q3)",1674
"Santa Rosa-Petaluma, CA", "Sonoma Valley Airport (0Q3)","Scandia Family Fun Center",1887
"Savannah, GA", "Skidaway Island State Park","Savannah/Hilton Head International Airport",2302
"Savannah, GA", "Savannah Historic District","The Savannah College of Art and Design",342
"Savannah, GA", "Old Fort Jackson","Skidaway Island State Park",1612
"Savannah, GA", "The Savannah College of Art and Design","Savannah/Hilton Head International Airport",1179
"Savannah, GA", "Savannah/Hilton Head International Airport","Old Fort Jackson",1670
"Scranton--Wilkes-Barre, PA", "The Lands at Hillside Farms","Wilkes-Barre Scranton International Airport",1347
"Scranton--Wilkes-Barre, PA", "Kirby Park","Wilkes University",260
"Scranton--Wilkes-Barre, PA", "Nescopeck State Park","The Lands at Hillside Farms",1914
"Scranton--Wilkes-Barre, PA", "Wilkes University","Wilkes-Barre Scranton International Airport",1369
"Scranton--Wilkes-Barre, PA", "Wilkes-Barre Scranton International Airport","Nescopeck State Park",2096
"Seattle-Tacoma-Bellevue, WA", "Space Needle","Seattle-Tacoma International Airport",1259
"Seattle-Tacoma-Bellevue, WA", "The Museum of Flight","University of Washington",1569
"Seattle-Tacoma-Bellevue, WA", "Chihuly Garden and Glass","Space Needle",34
"Seattle-Tacoma-Bellevue, WA", "University of Washington","Seattle-Tacoma International Airport",1634
"Seattle-Tacoma-Bellevue, WA", "Seattle-Tacoma International Airport","Chihuly Garden and Glass",1589
"Sebastian-Vero Beach, FL", "Sebastian Inlet State Park","Vero Beach Regional Airport",1610
"Sebastian-Vero Beach, FL", "Saint Sebastian River Preserve State Park","University Sports",993
"Sebastian-Vero Beach, FL", "Sebastian Watercraft Rentals","Sebastian Inlet State Park",1322
"Sebastian-Vero Beach, FL", "University Sports","Vero Beach Regional Airport",1360
"Sebastian-Vero Beach, FL", "Vero Beach Regional Airport","Sebastian Watercraft Rentals",1461
"Sebring-Avon Park, FL", "Highlands Hammock State Park","Highlands Regional Medical Center Heliport",774
"Sebring-Avon Park, FL", "SFSC Museum of Florida Art and Culture","South Florida State College",70
"Sebring-Avon Park, FL", "Peter Powell Roberts Museum of Art & HCA Cultural Center","Highlands Hammock State Park",1250
"Sebring-Avon Park, FL", "South Florida State College","Highlands Regional Medical Center Heliport",953
"Sebring-Avon Park, FL", "Highlands Regional Medical Center Heliport","Peter Powell Roberts Museum of Art & HCA Cultural Center",1206
"Sheboygan, WI", "John Michael Kohler Arts Center","Sheboygan County Memorial Airport",751
"Sheboygan, WI", "Above & Beyond Children's Museum","Lakeland University (Main Campus)",1249
"Sheboygan, WI", "Wisconsin State Historical Marker 243: Seils-Sterline Circus","John Michael Kohler Arts Center",133
"Sheboygan, WI", "Lakeland University (Main Campus)","Sheboygan County Memorial Airport",755
"Sheboygan, WI", "Sheboygan County Memorial Airport","Wisconsin State Historical Marker 243: Seils-Sterline Circus",740
"Sherman-Denison, TX", "Eisenhower State Park","Wilson N Jones Memorial Hospital Heliport",1036
"Sherman-Denison, TX", "Homestead Vineyard & Winery","Austin College",1092
"Sherman-Denison, TX", "Ely Park","Eisenhower State Park",1018
"Sherman-Denison, TX", "Austin College","Wilson N Jones Memorial Hospital Heliport",542
"Sherman-Denison, TX", "Wilson N Jones Memorial Hospital Heliport","Ely Park",274
"Shreveport-Bossier City, LA", "Sci-Port Discovery Center","Shreveport Regional Airport",774
"Shreveport-Bossier City, LA", "Splash Kingdom Oasis","Louisiana State University in Shreveport",1366
"Shreveport-Bossier City, LA", "Cathedral of Saint John Berchmans","Sci-Port Discovery Center",427
"Shreveport-Bossier City, LA", "Louisiana State University in Shreveport","Shreveport Regional Airport",1164
"Shreveport-Bossier City, LA", "Shreveport Regional Airport","Cathedral of Saint John Berchmans",640
"Sierra Vista-Douglas, AZ", "O.K. Corral","فرودگاه شهری تامب استون",428
"Sierra Vista-Douglas, AZ", "Old Tombstone Western Theme Park","O.K. Corral",41
"Sierra Vista-Douglas, AZ", "فرودگاه شهری تامب استون","Old Tombstone Western Theme Park",481
"Sioux City, IA-NE-SD", "カリュウ湖","Thomas Brothers Landing Strip",521
"Sioux Falls, SD", "All Saints School","Sioux Falls Regional Airport",655
"Sioux Falls, SD", "Sky Zone Trampoline Park","University of Sioux Falls",797
"Sioux Falls, SD", "Yankton Trail Park","All Saints School",642
"Sioux Falls, SD", "University of Sioux Falls","Sioux Falls Regional Airport",791
"Sioux Falls, SD", "Sioux Falls Regional Airport","Yankton Trail Park",1042
"South Bend-Mishawaka, IN-MI", "Caberfae Peaks","Wexford County Airport-Cad",1479
"South Bend-Mishawaka, IN-MI", "Cadillac's KISS Monument","Baker College of Cadillac",442
"South Bend-Mishawaka, IN-MI", "Cadillac Sound Garden","Caberfae Peaks",1451
"South Bend-Mishawaka, IN-MI", "Baker College of Cadillac","Wexford County Airport-Cad",412
"South Bend-Mishawaka, IN-MI", "Wexford County Airport-Cad","Cadillac Sound Garden",493
"Spartanburg, SC", "Croft State Park","Spartanburg Downtown Airport",1365
"Spartanburg, SC", "Tyger River Park","University of South Carolina Upstate",1299
"Spartanburg, SC", "Va-Du-Mar McMillan Park","Croft State Park",2115
"Spartanburg, SC", "University of South Carolina Upstate","Spartanburg Downtown Airport",1036
"Spartanburg, SC", "Spartanburg Downtown Airport","Va-Du-Mar McMillan Park",1535
"Spokane-Spokane Valley, WA", "Manito Park","Felts Field",895
"Spokane-Spokane Valley, WA", "Arbor Crest Wine Cellars","Gonzaga University",1219
"Spokane-Spokane Valley, WA", "Lilac Lanes & Casino","Manito Park",1275
"Spokane-Spokane Valley, WA", "Gonzaga University","Felts Field",716
"Spokane-Spokane Valley, WA", "Felts Field","Lilac Lanes & Casino",1051
"Springfield, IL", "Old State Capitol State Historic Site","Abraham Lincoln Capital Airport",586
"Springfield, IL", "Illinois State Museum","University of Illinois Springfield",897
"Springfield, IL", "Lincoln Home National Historic Site Visitor Center","Old State Capitol State Historic Site",110
"Springfield, IL", "University of Illinois Springfield","Abraham Lincoln Capital Airport",1390
"Springfield, IL", "Abraham Lincoln Capital Airport","Lincoln Home National Historic Site Visitor Center",753
"Springfield, MA", "Six Flags New England","Bradley International Airport",1395
"Springfield, MA", "Eastern States Exposition","Springfield College",885
"Springfield, MA", "Wicked Cyclone","Six Flags New England",201
"Springfield, MA", "Springfield College","Bradley International Airport",1814
"Springfield, MA", "Bradley International Airport","Wicked Cyclone",1163
"Springfield, MO", "Fantastic Caverns","Springfield-Branson National Airport",818
"Springfield, MO", "Dickerson Park Zoo","Missouri State University",941
"Springfield, MO", "Wilson's Creek National Battlefield","Fantastic Caverns",1385
"Springfield, MO", "Missouri State University","Springfield-Branson National Airport",1367
"Springfield, MO", "Springfield-Branson National Airport","Wilson's Creek National Battlefield",1308
"Springfield, OH", "John Bryan State Park","Springfield-Beckley Municipal Airport",699
"Springfield, OH", "Historic Clifton Mill","Wittenberg University",1148
"Springfield, OH", "Buck Creek State Park","John Bryan State Park",2161
"Springfield, OH", "Wittenberg University","Springfield-Beckley Municipal Airport",937
"Springfield, OH", "Springfield-Beckley Municipal Airport","Buck Creek State Park",1668
"State College, PA", "Whipple Dam State Park","University Park Airport",1953
"State College, PA", "Rothrock State Forest","Penn State Jewish Studies Program",2013
"State College, PA", "The Arboretum at Penn State","Whipple Dam State Park",1665
"State College, PA", "Penn State Jewish Studies Program","University Park Airport",761
"State College, PA", "University Park Airport","The Arboretum at Penn State",644
"Staunton, VA", "Frontier Culture Museum","Shenandoah Valley Airport",1335
"Staunton, VA", "Woodrow Wilson Presidential Library & Museum","Shenandoah Valley Airport",1403
"Staunton, VA", "Beverley Historic District","Frontier Culture Museum",490
"Staunton, VA", "Shenandoah Valley Airport","Beverley Historic District",1539
"Stockton, CA", "Micke Grove Zoo","Stockton Metropolitan Airport",1245
"Stockton, CA", "San Joaquin County Historical Museum","University of the Pacific",1271
"Stockton, CA", "Adventist Health Arena","Micke Grove Zoo",1179
"Stockton, CA", "University of the Pacific","Stockton Metropolitan Airport",1096
"Stockton, CA", "Stockton Metropolitan Airport","Adventist Health Arena",763
"Sumter, SC", "Salem Black River Church","Creech Aviation Facility Airport",2087
"Sumter, SC", "Patriot Park","University of South Carolina-Sumter",562
"Sumter, SC", "General Thomas Sumter Memorial Park","Salem Black River Church",2068
"Sumter, SC", "University of South Carolina-Sumter","Creech Aviation Facility Airport",1050
"Sumter, SC", "Creech Aviation Facility Airport","General Thomas Sumter Memorial Park",1056
"Syracuse, NY", "Rosamond Gifford Zoo","Syracuse Hancock International Airport",983
"Syracuse, NY", "Green Lakes State Park","Syracuse University",1382
"Syracuse, NY", "Clinton Square Ice Rink","Rosamond Gifford Zoo",403
"Syracuse, NY", "Syracuse University","Syracuse Hancock International Airport",993
"Syracuse, NY", "Syracuse Hancock International Airport","Clinton Square Ice Rink",601
"Tallahassee, FL", "Velda Mound Park","Helipad",777
"Tallahassee, FL", "Tallahassee Museum","FSU Bookstore",818
"Tallahassee, FL", "Lake Jackson Mounds State Park","Velda Mound Park",1049
"Tallahassee, FL", "FSU Bookstore","Helipad",695
"Tallahassee, FL", "Helipad","Lake Jackson Mounds State Park",952
"Tampa-St. Petersburg-Clearwater, FL", "Idlewild Baptist Church","Destinations Planning",1516
"Tampa-St. Petersburg-Clearwater, FL", "Flatwoods Park","Saint Leo University",2052
"Tampa-St. Petersburg-Clearwater, FL", "Crews Lake Wilderness Park","Idlewild Baptist Church",2018
"Tampa-St. Petersburg-Clearwater, FL", "Saint Leo University","Destinations Planning",1878
"Tampa-St. Petersburg-Clearwater, FL", "Destinations Planning","Crews Lake Wilderness Park",2604
"Terre Haute, IN", "Candles Holocaust Museum and Education Center","Higginbotham Field",949
"Terre Haute, IN", "Terre Haute Children's Museum","Saint Mary-of-the-Woods College",796
"Terre Haute, IN", "Oakley Park","Candles Holocaust Museum and Education Center",218
"Terre Haute, IN", "Saint Mary-of-the-Woods College","Higginbotham Field",1589
"Terre Haute, IN", "Higginbotham Field","Oakley Park",1109
"Texarkana, TX-AR", "Museum of Regional History","Texarkana Regional Airport",611
"Texarkana, TX-AR", "Texarkana Parks & Recreation","Texarkana College",399
"Texarkana, TX-AR", "Parks & Wildlife Department","Museum of Regional History",129
"Texarkana, TX-AR", "Texarkana College","Texarkana Regional Airport",931
"Texarkana, TX-AR", "Texarkana Regional Airport","Parks & Wildlife Department",656
"The Villages, FL", "Lake Griffin State Park","Hobby Hill Stolport",1183
"The Villages, FL", "Florida Horse Park","Beacon College",2666
"The Villages, FL", "Brownwood Paddock Square","Lake Griffin State Park",1129
"The Villages, FL", "Beacon College","Hobby Hill Stolport",1610
"The Villages, FL", "Hobby Hill Stolport","Brownwood Paddock Square",1914
"Toledo, OH", "Maumee Bay State Park","A2 Global Shipping",1546
"Toledo, OH", "Toledo Zoo","The University of Toledo",912
"Toledo, OH", "Anthony Wayne Bridge","Maumee Bay State Park",1197
"Toledo, OH", "The University of Toledo","A2 Global Shipping",1072
"Toledo, OH", "A2 Global Shipping","Anthony Wayne Bridge",939
"Topeka, KS", "Museum Of Kansas National Guard","Topeka Regional Airport",600
"Topeka, KS", "Lake Shawnee","Washburn University",901
"Topeka, KS", "Hummer Sports Park","Museum Of Kansas National Guard",1233
"Topeka, KS", "Washburn University","Topeka Regional Airport",1450
"Topeka, KS", "Topeka Regional Airport","Hummer Sports Park",1529
"Trenton-Princeton, NJ", "Sesame Place Philadelphia","Trenton-Mercer Airport",951
"Trenton-Princeton, NJ", "Shady Brook Farm","Rider University",924
"Trenton-Princeton, NJ", "Grounds For Sculpture","Sesame Place Philadelphia",1241
"Trenton-Princeton, NJ", "Rider University","Trenton-Mercer Airport",802
"Trenton-Princeton, NJ", "Trenton-Mercer Airport","Grounds For Sculpture",1069
"Tucson, AZ", "Old Tucson","Tucson International Airport",1858
"Tucson, AZ", "Pima Air & Space Museum","Pima Community College - West Campus",1265
"Tucson, AZ", "San Xavier del Bac Mission","Old Tucson",1579
"Tucson, AZ", "Pima Community College - West Campus","Tucson International Airport",1399
"Tucson, AZ", "Tucson International Airport","San Xavier del Bac Mission",597
"Tulsa, OK", "Oklahoma Aquarium","Tulsa International Airport",1724
"Tulsa, OK", "River Spirit Casino Resort","The University of Tulsa",1297
"Tulsa, OK", "Gilcrease Museum","Oklahoma Aquarium",1285
"Tulsa, OK", "The University of Tulsa","Tulsa International Airport",915
"Tulsa, OK", "Tulsa International Airport","Gilcrease Museum",940
"Tuscaloosa, AL", "Lake Lurleen State Park","Tuscaloosa National Airport",838
"Tuscaloosa, AL", "Will May Dog Park","Stillman College",973
"Tuscaloosa, AL", "Paul W. Bryant Museum","Lake Lurleen State Park",1616
"Tuscaloosa, AL", "Stillman College","Tuscaloosa National Airport",678
"Tuscaloosa, AL", "Tuscaloosa National Airport","Paul W. Bryant Museum",1042
"Twin Falls, ID", "Perrine Memorial Bridge","Magic Valley Regional Airport",1341
"Twin Falls, ID", "Shoshone Falls Park","Idaho State University Twin Falls",956
"Twin Falls, ID", "Hansen Bridge","Perrine Memorial Bridge",1020
"Twin Falls, ID", "Idaho State University Twin Falls","Magic Valley Regional Airport",977
"Twin Falls, ID", "Magic Valley Regional Airport","Hansen Bridge",1269
"Tyler, TX", "Tyler State Park","Tyler Pounds Regional Airport",1640
"Tyler, TX", "Caldwell Zoo","Tyler Junior College",796
"Tyler, TX", "Lindsey Park","Tyler State Park",1768
"Tyler, TX", "Tyler Junior College","Tyler Pounds Regional Airport",1186
"Tyler, TX", "Tyler Pounds Regional Airport","Lindsey Park",647
"Urban Honolulu, HI", "Waikiki Aquarium","Daniel K. Inouye International Airport",2276
"Urban Honolulu, HI", "Bishop Museum","University of Hawaii at Manoa",994
"Urban Honolulu, HI", "Battleship Missouri Memorial","Waikiki Aquarium",1758
"Urban Honolulu, HI", "University of Hawaii at Manoa","Daniel K. Inouye International Airport",1880
"Urban Honolulu, HI", "Daniel K. Inouye International Airport","Battleship Missouri Memorial",1548
"Utica-Rome, NY", "Utica Children's Museum","Million Air Rome",1369
"Utica-Rome, NY", "Oriskany Museum","Hamilton College",1094
"Utica-Rome, NY", "Town Of Paris Park","Utica Children's Museum",942
